36:9,9,2,2,7,6,2,8,7,8,1,2,2,6,1,2,3,8,2,6,5,7,9,5,8,2,6,6,2,4
37:8,6,7,4,3,1,9,7,1,3,9,6,3,2,5,6,1,4,1,9,2,4,1,5,6,5,1,4,7,8
38:8,8,5,5,3,7,3,8,3,3,5,2,5,9,4,7,3,4,1,4,7,6,5,7,7,9,2,5,4,2
39:6,3,9,4,4,5,4,5,7,7,5,2,6,2,6,5,4,9,9,5,2,3,4,5,9,4,7,3,5,3
40:3,5,5,8,8,3,7,8,1,7,6,2,9,8,3,8,6,2,5,6,5,1,6,7,4,2,7,4,8,4
41:1,8,3,8,4,1,3,6,5,6,6,7,2,8,1,7,1,5,1,5,4,1,1,6,6,1,7,2,2,1
42:1,2,3,6,9,1,2,7,7,5,4,9,1,3,7,4,2,4,9,7,7,3,1,2,4,9,8,1,7,6
43:4,3,8,1,1,1,4,9,4,5,8,1,3,1,8,1,2,2,5,7,3,2,7,7,3,3,1,6,7,7
44:1,8,4,1,3,1,6,9,4,4,1,4,7,3,6,3,6,7,6,9,3,7,8,1,8,6,2,6,1,1
45:9,9,6,1,9,5,4,2,5,9,2,9,2,1,7,5,6,7,8,9,5,1,3,4,9,1,5,2,5,3
46:5,4,3,3,3,6,6,1,1,9,2,5,1,5,8,2,3,7,3,2,9,6,5,4,3,4,7,3,3,4
47:7,4,8,6,1,3,9,4,6,3,3,8,1,7,1,6,2,7,5,9,7,4,4,4,5,1,5,1,9,7
48:7,2,5,1,3,2,4,5,4,8,6,4,2,7,6,6,7,9,8,3,3,2,2,8,3,8,3,3,5,7
49:9,5,2,7,4,7,9,3,9,5,3,8,3,9,2,1,9,2,4,6,3,2,7,9,6,9,1,8,4,2
50:9,7,1,6,3,2,9,1,2,3,1,9,3,6,3,4,8,1,8,7,9,2,8,6,7,1,2,3,2,4
51:6,5,9,8,7,8,5,8,6,4,3,4,9,7,4,5,2,2,9,5,1,2,6,5,5,7,2,7,5,7
52:5,4,6,7,3,8,2,6,2,5,1,8,4,7,2,1,2,9,3,7,8,9,3,4,5,7,7,6,1,4
53:7,2,5,1,3,2,4,5,4,5,6,4,2,7,6,6,7,9,8,3,3,2,2,8,3,8,3,3,5,7
54:5,9,4,7,4,7,6,4,9,9,4,9,4,9,5,7,5,7,3,1,7,5,8,2,9,8,6,8,7,8
55:4,7,1,1,4,4,5,3,7,5,5,5,5,6,6,2,5,8,4,1,3,4,1,4,6,5,7,8,1,2
56:3,7,6,7,3,3,3,9,9,4,2,4,2,3,7,5,5,6,5,9,7,2,1,1,8,9,2,4,1,4
57:8,3,1,9,2,2,4,2,6,7,1,8,2,6,3,7,3,8,1,9,5,3,6,8,3,7,2,3,8,7
58:3,3,1,1,2,6,1,8,4,5,2,9,9,6,4,8,1,8,5,1,8,7,4,1,5,7,1,8,7,7
59:6,9,9,9,6,7,1,2,3,7,8,9,8,3,4,6,2,5,8,7,8,1,3,2,7,9,4,8,3,9
60:3,6,1,1,8,8,5,5,9,5,2,9,2,6,6,8,2,7,6,6,9,8,6,1,8,4,6,4,9,3
61:3,6,1,1,8,8,5,5,9,5,2,9,2,6,6,8,2,7,6,6,9,8,6,1,8,4,6,4,9,9
62:4,5,5,7,8,9,1,1,5,4,6,2,9,1,1,1,8,6,1,9,3,4,6,4,5,5,7,5,2,7
63:1,8,3,8,4,1,3,6,5,6,6,9,2,8,1,7,1,5,1,5,4,1,1,6,6,1,7,2,2,7
64:8,3,5,4,6,5,7,7,7,4,4,1,2,1,5,9,4,8,4,1,1,9,6,5,9,5,5,3,1,6
65:5,3,1,1,7,9,6,5,5,3,4,6,4,1,5,1,3,5,8,6,5,8,4,4,3,4,5,5,8,4
66:4,8,7,8,5,7,6,5,9,6,2,7,3,8,5,7,6,7,4,3,2,7,7,7,1,1,2,3,6,8
67:8,3,5,8,4,1,6,8,4,9,2,5,4,7,2,6,1,7,3,1,1,9,6,1,5,6,4,9,8,8
68:3,7,1,4,1,9,4,7,3,7,2,7,7,8,4,6,1,7,6,4,3,5,3,9,4,8,8,4,7,9
69:9,4,2,9,3,8,4,2,8,3,4,1,3,6,2,9,9,5,5,5,9,7,3,9,7,1,5,8,8,5
70:1,6,7,3,8,8,1,5,6,7,4,3,8,9,3,6,9,6,7,7,6,2,4,1,9,6,3,5,6,7
71:3,8,8,8,6,3,5,5,3,6,7,5,3,6,9,1,6,1,8,1,3,8,4,6,1,8,2,9,2,4
72:2,1,1,3,5,7,3,2,6,2,5,3,5,2,9,8,7,6,1,7,5,9,9,2,4,8,2,8,5,6
73:5,3,1,8,9,8,7,8,5,2,6,7,1,8,9,8,6,1,7,7,5,5,2,7,7,6,2,3,5,6
74:1,8,4,3,9,3,7,7,2,3,4,4,6,5,7,2,7,3,1,9,9,1,6,6,2,1,3,6,7,6
75:8,5,1,3,2,7,1,2,7,9,8,5,3,1,1,8,2,4,7,8,8,3,2,3,7,1,7,5,7,1
76:3,8,4,8,7,8,5,4,3,7,4,2,1,7,6,6,2,8,7,5,1,6,3,3,9,4,2,5,8,3
77:7,9,4,9,5,7,5,2,4,4,2,5,9,1,6,3,1,2,5,6,7,6,8,5,7,1,4,4,1,6
78:2,4,3,4,2,2,7,6,1,7,5,6,4,3,4,5,8,8,7,7,2,3,5,9,2,1,4,6,6,6
79:1,9,6,3,1,9,1,9,5,6,3,1,7,6,6,8,4,7,8,5,7,8,2,6,3,8,3,1,2,7
80:3,7,5,5,7,1,7,1,2,9,2,2,5,2,4,8,7,7,7,8,3,2,3,8,5,7,3,7,6,7
81:7,7,1,4,2,3,4,3,4,9,9,5,7,2,4,4,1,9,8,9,8,3,5,8,8,1,4,4,1,6
82:8,8,6,9,6,2,4,3,1,6,7,7,5,5,5,7,7,9,7,6,3,6,8,2,4,3,5,3,7,9
83:2,8,5,4,9,3,6,7,8,4,2,8,4,2,7,6,7,9,3,7,1,1,9,8,5,5,8,9,2,9
84:1,7,6,8,3,3,1,1,8,4,8,8,1,7,2,7,5,4,5,5,6,9,3,8,1,3,1,7,6,3
85:2,8,5,4,9,3,6,7,8,4,2,8,4,2,7,6,7,9,3,7,1,9,9,8,5,5,8,9,2,3
86:2,7,1,2,4,8,3,4,2,7,2,5,7,8,7,8,6,7,9,5,4,1,9,3,1,2,1,9,2,6
87:3,7,8,5,3,8,3,3,3,2,9,6,6,6,9,1,8,4,3,6,7,5,4,4,1,2,1,6,8,8
88:7,5,2,1,5,4,5,7,4,4,6,2,8,2,9,2,9,6,3,1,7,7,4,7,1,5,2,9,2,6
89:3,6,8,7,7,5,5,3,6,4,1,8,5,6,3,1,8,9,6,8,8,7,7,9,2,1,3,8,7,2
90:8,7,2,9,9,6,9,7,2,7,2,9,5,7,3,3,6,8,9,3,8,5,7,9,5,8,7,4,5,4
91:3,8,5,8,5,3,7,8,3,9,9,5,3,6,9,8,4,6,8,2,6,1,9,3,6,9,8,6,3,1
92:6,8,9,9,9,2,3,1,5,9,4,2,3,9,7,5,8,4,3,3,7,4,1,9,6,5,9,9,6,2
93:8,3,3,8,7,2,4,8,5,3,7,8,3,9,6,6,4,7,9,4,2,4,4,2,3,8,6,8,3,6
94:7,5,8,8,2,1,3,3,9,5,4,9,5,8,3,3,7,7,4,3,9,5,9,6,6,7,9,5,9,5
95:5,4,3,2,8,7,2,2,2,5,8,6,3,9,1,8,4,5,1,6,1,6,8,7,1,4,5,8,6,9
96:5,4,3,2,8,7,2,2,2,5,8,6,3,4,1,8,4,5,1,6,1,6,8,7,1,4,5,8,6,9
97:4,4,8,4,1,6,6,5,2,5,6,1,9,3,4,8,6,8,8,6,6,5,5,7,4,1,7,4,4,1
98:7,1,3,3,9,8,9,1,1,7,9,2,2,3,1,9,2,1,3,7,2,7,8,1,7,4,3,1,5,5
99:2,1,3,2,9,1,3,5,3,9,1,6,9,9,7,7,4,7,5,7,2,6,2,7,1,6,9,7,6,6
100:1,9,3,5,4,1,2,2,4,9,9,3,4,8,3,8,1,4,6,1,7,6,8,7,7,4,1,1,6,1
101:2,8,6,1,8,1,7,7,3,6,8,9,8,8,4,1,8,5,2,1,3,8,8,9,9,3,1,3,3,4
102:7,6,8,8,3,5,4,2,8,6,7,4,9,1,3,8,3,1,6,2,9,3,8,6,6,4,1,4,2,9
103:7,4,7,9,9,1,8,8,5,9,2,7,9,5,6,7,1,2,9,4,9,9,6,8,8,4,3,2,1,1
104:8,9,9,1,9,7,2,2,4,9,6,5,6,5,3,9,6,8,5,1,9,2,8,7,4,7,4,1,9,9
105:1,3,9,3,2,1,9,7,2,5,1,8,2,6,3,5,1,5,2,4,5,5,1,5,3,5,1,2,4,8
106:4,8,2,3,9,1,5,2,6,8,2,2,1,5,3,5,1,8,9,6,4,3,8,3,3,8,6,1,6,6
107:5,9,4,8,1,7,3,8,2,3,7,1,7,5,4,6,8,7,2,5,8,1,6,4,7,3,3,7,6,2
108:1,8,3,8,4,1,3,6,5,6,6,9,2,8,1,7,1,5,1,5,4,1,1,6,6,1,7,2,2,1
109:2,8,3,1,1,2,3,4,8,1,5,5,4,7,2,5,1,5,7,9,1,2,8,4,2,1,4,1,9,8
110:5,6,1,1,6,4,2,7,7,8,2,4,3,5,6,1,7,8,6,7,2,4,4,2,8,5,6,8,2,8
111:2,1,1,3,5,7,3,2,6,2,5,2,5,2,9,8,7,6,1,7,5,9,9,2,4,8,2,8,5,6
112:8,2,5,6,5,2,7,2,3,1,6,2,5,7,6,2,8,3,7,1,8,1,7,4,3,9,7,4,3,6
113:2,9,3,4,8,8,5,4,8,7,6,9,2,6,2,3,4,7,1,4,2,2,7,2,6,1,5,4,7,5
114:1,2,2,6,8,2,8,6,6,6,7,7,3,5,5,3,6,2,9,2,7,7,7,6,2,3,1,6,8,2
115:7,5,3,8,1,3,4,4,5,7,8,3,1,2,2,7,3,8,3,6,8,8,5,3,2,9,2,5,6,3
116:1,3,6,1,9,7,5,7,6,7,6,9,3,7,1,4,5,8,5,4,6,7,9,6,5,4,8,7,1,7
117:4,7,9,3,5,6,7,2,7,8,1,6,4,3,1,4,1,8,1,4,9,9,4,6,5,6,4,7,9,8
118:3,1,4,1,3,6,7,5,1,2,7,3,9,3,6,7,6,9,8,2,5,3,4,6,4,6,5,4,3,6
119:1,4,9,1,8,6,3,8,9,4,6,4,8,6,5,3,4,8,6,9,2,1,7,1,7,8,6,7,9,4
120:9,2,9,9,4,6,2,1,2,6,3,9,2,3,9,2,5,6,8,3,1,5,1,5,8,1,9,7,8,1
121:5,4,3,3,3,6,6,1,1,9,2,5,1,5,8,2,3,7,3,2,9,6,5,4,3,4,7,3,3,7
122:4,2,6,7,9,4,4,2,7,3,5,3,8,3,6,3,5,5,4,6,9,1,6,9,5,6,7,4,2,4
123:5,4,7,7,1,6,5,8,1,5,3,3,9,1,3,3,3,8,3,5,7,6,8,5,3,7,4,9,6,2
124:4,8,9,7,1,3,4,9,4,2,8,5,6,7,2,7,1,3,1,3,3,3,1,5,3,4,4,4,4,6
125:8,1,5,4,9,5,4,9,9,1,7,7,3,4,2,3,3,6,5,1,6,3,5,7,1,8,3,1,8,9
126:3,8,6,5,6,7,3,9,6,2,4,9,2,4,7,6,4,2,5,2,2,1,9,7,6,9,9,2,7,1
127:6,4,4,6,5,5,9,7,9,1,9,2,1,5,3,1,2,6,8,7,1,4,8,4,2,9,5,1,6,5
128:7,5,8,8,2,7,4,6,6,8,6,6,1,1,6,5,2,9,1,7,5,7,6,7,3,8,2,4,4,4
129:1,7,3,1,6,6,9,1,8,6,5,2,8,9,4,1,2,6,9,2,7,6,5,7,2,9,9,3,3,5
130:3,6,3,4,7,2,8,4,2,4,6,3,3,5,3,4,6,4,6,2,7,8,5,4,6,9,3,3,3,4
131:6,8,9,9,9,2,3,1,5,9,4,2,3,9,7,5,8,4,3,3,7,4,1,9,6,5,9,9,7,9
132:6,8,9,9,9,2,3,1,5,9,4,2,3,9,7,5,8,4,3,3,7,4,1,9,6,5,9,9,6,9
133:7,5,2,4,7,7,9,2,3,8,6,9,2,2,2,3,7,3,9,7,3,2,6,4,8,2,1,7,3,2
134:8,2,2,7,4,9,2,2,5,9,3,2,9,3,3,9,3,6,6,2,8,9,3,1,6,9,7,9,4,3
135:4,8,7,8,5,7,6,5,9,6,2,7,2,8,5,7,6,7,4,3,2,7,7,7,1,1,2,3,6,2
136:2,1,1,3,5,7,3,2,6,2,5,2,5,2,9,8,7,6,1,7,5,9,9,2,4,8,2,8,5,4
137:3,2,8,9,1,8,6,8,7,2,3,9,9,7,3,9,4,6,9,7,1,3,6,6,9,3,8,7,3,5
138:6,3,8,6,1,8,9,6,3,7,8,1,5,3,7,8,4,7,6,7,8,6,1,9,6,4,8,4,5,6
139:5,6,7,7,9,1,4,8,6,4,3,1,7,4,2,8,8,2,1,5,1,6,4,1,5,4,6,8,4,3
140:8,7,2,5,8,2,8,8,4,7,3,6,9,3,3,8,4,6,2,4,8,9,7,4,4,6,7,3,1,2
141:7,5,8,8,2,7,4,6,6,8,6,6,1,1,6,5,2,9,1,7,5,7,6,7,3,8,2,4,4,1
142:9,2,1,2,8,7,7,5,1,6,6,5,4,6,6,2,6,3,8,6,4,9,8,2,1,2,8,8,8,5
143:4,7,4,1,2,7,6,1,8,9,2,2,7,4,1,6,9,3,4,9,2,2,1,8,2,5,7,9,6,4
144:2,1,1,2,7,3,8,9,8,7,3,7,9,4,3,8,8,9,9,5,4,6,4,5,1,7,2,9,1,3
145:3,7,9,7,2,4,2,9,8,7,7,9,2,2,3,1,4,2,9,1,4,4,2,9,2,4,1,3,6,2
146:4,7,1,1,4,4,5,3,7,5,5,5,5,6,6,2,5,8,4,8,3,4,1,4,6,5,7,8,1,2
147:1,9,8,2,7,6,7,9,7,3,8,9,7,9,4,6,2,7,6,6,7,5,2,6,6,9,1,3,5,5
148:7,5,2,4,7,7,9,2,3,8,6,9,2,2,2,3,7,3,9,7,3,2,6,4,8,2,1,7,3,6
149:9,2,9,9,4,6,2,1,2,6,3,9,2,3,9,2,5,6,8,3,1,5,1,5,8,1,9,7,8,4
150:1,3,6,2,8,4,3,7,2,8,4,7,6,2,3,4,4,2,1,6,6,5,9,3,5,9,4,2,8,6
151:9,6,6,4,7,2,9,8,6,7,5,4,9,9,2,5,8,3,4,3,3,6,4,6,6,3,7,3,2,8
152:8,7,4,9,6,7,9,4,4,1,6,8,4,9,7,8,4,9,9,2,4,2,9,6,7,7,3,7,3,9
153:7,4,7,7,9,1,8,8,5,9,2,7,9,5,6,7,1,2,9,4,9,9,6,8,8,4,3,2,1,4
154:7,9,6,8,6,8,9,4,5,4,1,1,7,1,5,4,9,2,9,6,4,2,7,3,8,7,9,1,5,9
155:3,4,3,4,2,8,7,5,6,7,1,1,3,1,5,1,3,2,5,8,7,1,2,6,1,1,9,7,3,3
156:6,3,9,5,3,3,9,7,1,1,3,9,8,7,3,3,7,9,2,8,4,1,5,6,8,3,4,1,8,2
157:1,4,1,7,7,4,8,6,2,2,6,5,9,9,2,2,8,4,2,9,3,5,2,8,4,4,1,8,8,9
158:8,4,5,6,6,3,9,2,9,3,5,8,4,4,7,4,8,3,7,4,8,2,9,1,9,5,9,5,3,7
159:1,5,9,1,3,1,4,4,9,9,4,7,8,6,8,3,2,4,9,9,9,9,1,6,6,7,8,2,8,9
160:3,4,3,4,2,8,7,5,6,7,1,1,3,1,5,1,3,2,5,8,7,1,2,5,1,1,9,7,3,3
161:1,6,1,6,6,3,9,3,1,9,5,1,3,3,2,7,1,3,6,2,4,5,8,5,6,9,2,9,3,5
162:4,6,8,4,4,4,7,3,9,6,5,3,4,4,2,5,8,3,7,8,7,6,1,6,9,5,5,7,8,7
163:8,1,6,2,5,9,4,7,2,6,8,8,7,2,8,2,5,2,2,1,5,2,8,4,7,5,8,9,6,3
164:7,6,4,3,7,7,1,5,8,7,4,9,9,2,2,1,4,8,2,2,7,7,5,7,2,7,1,9,7,8
165:1,2,9,5,4,3,2,5,1,7,8,1,3,9,7,3,1,6,6,1,6,5,1,3,1,8,6,3,4,2
166:5,1,7,5,9,8,6,4,2,5,4,7,4,7,2,1,3,4,1,4,5,5,1,6,4,2,9,3,6,9
167:5,6,9,3,2,2,2,5,4,4,7,2,4,7,6,4,6,8,4,4,4,2,1,9,3,7,4,4,7,2
168:8,2,5,6,5,2,7,2,3,1,6,2,9,7,6,2,8,3,7,1,8,1,7,4,3,9,7,4,3,6
169:5,4,3,2,8,7,2,2,2,5,8,6,3,4,1,8,4,5,1,6,1,6,8,7,1,4,5,8,6,6
170:8,7,6,4,4,3,4,4,6,5,5,3,5,4,7,8,9,4,8,5,4,8,9,7,1,9,3,2,9,1
171:5,1,9,4,3,9,6,9,7,8,1,2,9,5,1,2,2,1,5,1,2,7,1,4,3,3,9,4,8,9
172:6,7,2,8,5,9,1,5,8,8,8,5,3,8,8,3,3,4,9,3,9,1,2,2,9,4,6,9,2,2
173:8,8,5,5,4,1,8,9,3,4,7,7,3,7,2,1,2,7,8,7,2,3,4,8,3,8,2,6,8,3
174:6,6,6,3,3,3,4,9,4,7,4,7,7,5,8,9,9,3,5,4,6,4,8,8,4,3,8,8,6,4
175:7,7,1,7,8,3,4,7,9,4,6,7,2,2,7,2,5,6,8,3,6,6,6,2,1,2,3,3,8,7
176:4,6,9,2,9,5,7,3,4,8,7,5,8,9,4,6,5,6,4,7,5,3,6,6,3,9,9,4,2,5
177:7,4,8,6,1,3,9,4,6,3,3,8,1,7,1,6,2,7,6,9,7,4,4,4,5,1,5,1,9,7
178:3,8,5,8,5,3,7,8,3,9,9,5,3,6,9,8,4,6,8,2,6,1,9,7,6,9,8,6,3,4
179:8,2,4,2,5,7,3,8,1,1,9,9,5,2,2,9,4,3,9,4,6,4,8,9,5,9,4,7,4,4
180:3,4,2,5,1,5,5,1,2,4,6,5,8,9,4,4,9,2,4,8,4,2,4,8,8,1,6,3,8,4
181:4,4,7,6,4,2,2,2,6,2,2,7,8,6,5,5,3,8,5,7,1,8,5,6,3,7,4,8,3,1
182:4,1,2,8,8,1,3,7,1,5,8,1,7,2,1,5,5,7,5,2,2,4,3,4,7,1,9,4,8,9
183:7,6,1,5,3,9,3,4,8,5,4,1,9,5,7,1,3,6,6,6,4,6,7,3,5,3,1,3,1,2
184:6,9,7,3,2,3,2,8,8,3,3,4,1,4,7,9,2,6,5,9,9,2,4,5,5,1,5,5,9,8
185:4,4,8,5,5,5,8,6,1,1,3,8,9,7,3,9,5,5,8,8,4,7,8,2,2,8,1,3,2,8
186:7,2,5,1,3,2,4,5,4,8,6,4,2,7,6,6,7,9,8,3,3,2,2,8,3,8,3,3,5,8
187:9,4,1,4,5,5,1,5,5,5,6,3,5,1,6,2,7,8,6,5,2,7,2,5,6,7,3,1,1,2
188:9,4,4,8,8,3,8,4,2,5,7,9,6,7,1,8,6,1,1,8,2,1,5,7,2,4,2,8,9,1
189:7,8,9,4,3,6,2,1,1,2,5,3,4,6,8,7,2,6,9,3,6,1,7,7,4,3,7,1,4,4
190:6,5,8,3,7,1,6,2,7,8,5,5,7,6,4,9,1,9,1,6,4,2,4,2,9,1,4,5,9,6
191:5,7,3,5,9,3,9,8,4,6,8,4,6,4,3,2,8,9,6,5,3,1,2,7,3,7,6,6,2,4
192:6,5,2,5,7,8,5,2,9,1,1,8,2,6,4,6,8,6,6,9,4,5,2,4,6,5,5,9,6,2
193:6,7,2,8,5,9,1,5,8,8,8,5,3,8,6,3,3,4,9,3,9,1,2,2,9,4,6,9,2,9
194:5,4,6,7,3,8,2,6,2,5,1,8,4,7,2,1,2,9,3,7,8,9,3,4,5,7,7,6,1,6
195:2,1,2,8,7,6,5,3,2,7,9,4,3,9,5,3,5,6,7,6,8,1,2,6,4,7,1,9,2,5
196:4,6,8,4,4,4,7,2,9,6,5,3,4,4,2,5,8,3,7,8,7,6,1,6,9,5,5,7,8,8
197:2,9,8,9,7,6,9,2,9,2,1,8,5,9,3,7,5,2,4,5,1,5,3,9,8,1,7,8,1,5
198:4,2,6,7,9,4,4,2,7,3,5,3,8,3,6,3,5,5,4,6,9,1,6,9,5,6,7,4,2,4
199:6,1,8,4,7,1,6,7,4,2,7,3,4,7,6,8,1,4,9,4,5,2,4,4,1,7,6,2,1,7
200:8,4,5,6,6,3,9,2,9,3,5,8,4,4,7,4,8,3,7,4,8,2,9,1,9,5,9,5,3,6
201:3,6,8,7,7,5,5,3,6,4,1,8,5,6,3,1,8,9,6,8,8,7,7,9,2,1,3,8,7,1
202:6,6,2,4,6,8,8,7,1,8,4,3,7,9,1,6,1,4,3,8,5,8,5,3,9,3,2,1,4,7
203:8,9,1,4,5,9,9,8,2,4,3,1,1,7,1,7,1,3,7,4,3,4,8,6,4,3,6,4,9,3
204:3,2,6,7,1,4,8,7,6,8,5,4,9,3,1,9,4,5,2,8,8,9,2,6,5,2,9,1,4,2
205:8,8,3,4,6,2,3,4,2,9,1,7,9,8,5,9,2,6,4,1,9,2,2,2,1,9,1,4,2,2
206:2,1,7,9,8,1,5,1,4,1,2,5,6,1,2,6,1,8,4,3,4,4,6,4,2,3,3,5,5,8
207:5,1,9,2,9,8,9,5,4,4,3,1,5,2,3,2,7,8,1,5,6,1,6,2,3,6,1,7,1,8
208:2,3,2,7,6,9,6,1,1,1,6,9,4,1,7,3,9,8,7,1,8,8,5,9,7,2,7,8,7,2
209:2,2,7,4,9,7,4,5,5,3,2,1,3,1,1,9,8,3,1,3,1,1,1,9,7,6,7,2,4,7
210:4,4,7,7,3,3,7,4,9,6,4,3,4,6,5,4,7,9,5,8,3,4,7,4,7,3,9,7,7,7
211:7,9,1,7,7,9,2,9,9,8,5,5,9,6,1,7,2,9,7,3,6,3,2,2,5,1,2,4,9,9
212:9,4,1,4,5,5,8,5,5,5,6,3,5,1,6,2,7,8,6,5,2,7,2,5,6,7,3,1,1,2
213:6,1,7,6,8,6,9,4,6,3,7,5,1,1,2,6,5,1,4,2,8,4,4,2,6,3,4,6,1,9
214:3,4,5,5,9,8,5,5,4,1,3,7,3,8,9,6,8,9,2,4,6,2,6,9,9,6,7,9,1,8
215:3,4,6,8,6,1,8,6,5,3,9,2,7,7,8,8,6,4,5,9,2,2,9,6,7,3,2,9,8,4
216:7,5,7,3,6,1,5,2,3,4,8,6,5,9,9,7,9,1,2,6,1,7,3,7,1,3,4,9,4,5
217:7,6,9,8,2,6,2,5,6,2,7,2,6,3,2,6,4,4,9,6,4,7,7,5,6,9,5,4,3,7
218:3,5,5,9,7,7,5,2,9,4,2,8,3,3,7,9,6,7,2,2,3,3,5,7,3,9,5,9,9,7
219:4,6,9,2,9,5,7,3,4,8,7,5,8,9,4,6,5,6,4,7,5,3,6,6,3,9,9,5,2,5
220:8,4,6,2,7,7,2,9,8,2,2,5,7,7,7,1,4,4,5,8,3,2,7,8,7,4,4,3,1,7
221:9,6,9,2,5,1,8,6,4,6,2,2,1,2,4,7,9,8,3,3,2,7,6,6,3,5,7,8,2,5
222:1,4,7,7,9,8,6,5,1,3,2,5,8,9,4,3,6,5,5,5,3,8,2,4,1,2,3,3,8,8
223:8,7,6,4,4,3,4,1,6,5,5,3,5,4,7,8,9,4,8,5,4,8,9,7,1,9,3,2,9,7
224:6,1,7,9,6,5,6,3,4,2,6,8,9,4,5,7,4,6,6,5,9,7,8,4,1,6,6,5,8,1
225:8,7,2,5,8,2,8,8,4,7,3,6,9,3,3,8,4,9,2,4,8,9,7,4,4,6,7,3,1,2
